,Circle_1,Circle_2,Circle_3,Circle_4,Circle_5,Circle_6,Circle_7,Circle_8,Condition,Stimulus Color,RGB_1,RGB_2,RGB_3,RGB_4,RGB_5,RGB_6,RGB_7,RGB_8
16,0.6025333626601947,0.4466737050644078,0.6227660831342543,0.34014297689137085,0.520004369,0.4539803975114494,0.6201456713462123,0.3983350118183809,Control,Control,"(101.35399252165034, 0, 153.64600747834967)","(141.098205208576, 0, 113.90179479142398)","(96.19464880076515, 0, 158.80535119923485)","(168.26354089270043, 0, 86.73645910729957)","(122.39888588046057, 0, 132.60111411953943)","(139.23499863458042, 0, 115.76500136541961)","(96.86285380671585, 0, 158.13714619328414)","(153.42457198631288, 0, 101.57542801368713)"
17,0.5366079429173052,0.616469609,0.4555480767730899,0.5324114255167375,0.6000598862474997,0.6965428536611482,0.5770575023931859,0.34837179125378004,Control,Control,"(118.16497455608717, 0, 136.83502544391283)","(97.80024975335974, 0, 157.19975024664026)","(138.83524042286206, 0, 116.16475957713793)","(119.23508649323195, 0, 135.76491350676807)","(101.98472900688756, 0, 153.01527099311244)","(77.3815723164072, 0, 177.61842768359278)","(107.8503368897376, 0, 147.1496631102624)","(166.1651932302861, 0, 88.83480676971391)"
18,0.528460308,0.4541078347569754,0.764020164,0.5181344422241843,0.5448692375918184,0.5460784553642678,0.47174540147359095,0.41015092610775716,Control,Control,"(120.24262150135897, 0, 134.75737849864103)","(139.20250213697128, 0, 115.79749786302872)","(60.1748582842185, 0, 194.82514171578148)","(122.87571723283301, 0, 132.124282767167)","(116.0583444140863, 0, 138.94165558591368)","(115.74999388211171, 0, 139.2500061178883)","(134.7049226242343, 0, 120.29507737576569)","(150.4115138425219, 0, 104.58848615747807)"
19,0.41846496364202673,0.485055724,0.5969380208619214,0.5990715446305278,0.41981191974828014,0.4603879339808323,0.7180220706326313,0.46625260340047503,Control,Control,"(148.29143427128318, 0, 106.70856572871682)","(131.31079045221728, 0, 123.68920954778272)","(102.78080468021005, 0, 152.21919531978995)","(102.23675611921541, 0, 152.7632438807846)","(147.94796046418855, 0, 107.05203953581143)","(137.60107683488775, 0, 117.39892316511224)","(71.904371988679, 0, 183.095628011321)","(136.10558613287887, 0, 118.89441386712113)"
20,0.5052504311429251,0.5313261665926962,0.6571253385944025,0.6052311629079883,0.44016844204877836,0.4584303526182878,0.5027536161766681,0.30291442525964996,Control,Control,"(126.1611400585541, 0, 128.83885994144592)","(119.51182751886248, 0, 135.48817248113752)","(87.43303865842736, 0, 167.56696134157264)","(100.66605345846298, 0, 154.33394654153702)","(142.75704727756153, 0, 112.24295272243849)","(138.1002600823366, 0, 116.89973991766338)","(126.79782787494962, 0, 128.20217212505037)","(177.75682155878926, 0, 77.24317844121074)"
21,0.5357174516468444,0.40362033546660203,0.6879572739920649,0.6702595706411574,0.40050607332378985,0.526289507,0.5360743595382229,0.5981558439348527,Control,Control,"(118.39204983005469, 0, 136.60795016994533)","(152.07681445601648, 0, 102.92318554398352)","(79.57089513202347, 0, 175.42910486797655)","(84.08380948650488, 0, 170.91619051349514)","(152.87095130243358, 0, 102.1290486975664)","(120.79617578817047, 0, 134.20382421182953)","(118.30103831775315, 0, 136.69896168224685)","(102.47025979661257, 0, 152.52974020338743)"
22,0.5616777682969467,0.664511618,0.5073690602635468,0.6461047648095234,0.36785966959561056,0.5713736804881167,0.3890243478942882,0.5359084055585642,Control,Control,"(111.77216908427859, 0, 143.2278309157214)","(85.54953736444119, 0, 169.4504626355588)","(125.62088963279557, 0, 129.37911036720442)","(90.24328497357153, 0, 164.75671502642845)","(161.1957842531193, 0, 93.80421574688069)","(109.29971147553026, 0, 145.70028852446976)","(155.79879128695652, 0, 99.20120871304348)","(118.34335658256612, 0, 136.65664341743388)"
23,0.6112849623977817,0.4717985588889074,0.4275515569741589,0.5264165863034138,0.3350395584708882,0.5542772047240153,0.6682375242685391,0.5637411342285826,Control,Control,"(99.12233458856565, 0, 155.87766541143435)","(134.6913674833286, 0, 120.3086325166714)","(145.97435297158947, 0, 109.02564702841052)","(120.76377049262948, 0, 134.23622950737052)","(169.56491258992352, 0, 85.43508741007649)","(113.6593127953761, 0, 141.34068720462392)","(84.59943131152252, 0, 170.40056868847748)","(111.24601077171143, 0, 143.75398922828856)"
24,0.45707886445506674,0.48042814358132313,0.5491527459724125,0.5714929748336712,0.3148383115879063,0.493701272,0.447401755,0.6822088133887964,Control,Control,"(138.444889563958, 0, 116.55511043604201)","(132.4908233867626, 0, 122.5091766132374)","(114.96604977703481, 0, 140.0339502229652)","(109.26929141741384, 0, 145.73070858258617)","(174.7162305450839, 0, 80.28376945491611)","(129.10617566832514, 0, 125.89382433167485)","(140.9125525043477, 0, 114.08744749565231)","(81.03675258585693, 0, 173.96324741414307)"
25,0.4533648186751835,0.5467813605405681,0.6698727368455468,0.3703121603156566,0.5148936848761793,0.6962929921724708,0.5775915595433615,0.5269938826696483,Control,Control,"(139.39197123782822, 0, 115.6080287621718)","(115.57075306215512, 0, 139.42924693784488)","(84.18245210438556, 0, 170.81754789561444)","(160.57039911950756, 0, 94.42960088049243)","(123.7021103565743, 0, 131.29788964342572)","(77.44528699601996, 0, 177.55471300398005)","(107.71415231644282, 0, 147.2858476835572)","(120.61655991923968, 0, 134.38344008076032)"
26,0.5428419842123594,0.692384699,0.4871597683280566,0.5636152783887629,0.48922217787285377,0.6281183455844002,0.5052222758430411,0.3302455854672435,Control,Control,"(116.57529402584835, 0, 138.42470597415164)","(78.4419017583604, 0, 176.5580982416396)","(130.77425907634557, 0, 124.22574092365443)","(111.27810401086546, 0, 143.72189598913454)","(130.24834464242227, 0, 124.75165535757772)","(94.82982187597796, 0, 160.17017812402204)","(126.16831966002451, 0, 128.8316803399755)","(170.78737570585292, 0, 84.21262429414709)"
27,0.526957412,0.3823204154478794,0.6678394715011737,0.6008820895524266,0.3591410847985812,0.573087587,0.4914177249044447,0.5626224681898266,Control,Control,"(120.62585998245801, 0, 134.37414001754198)","(157.50829406079075, 0, 97.49170593920925)","(84.70093476720069, 0, 170.2990652327993)","(101.77506716413122, 0, 153.2249328358688)","(163.4190233763618, 0, 91.58097662363821)","(108.8626652392821, 0, 146.13733476071792)","(129.6884801493666, 0, 125.31151985063339)","(111.53127061159421, 0, 143.4687293884058)"
28,0.4266698194213665,0.6128974087228487,0.38271148730992927,0.4397626247473828,0.5705586746536153,0.45941705495129764,0.42473472994069983,0.6830245748147137,Control,Control,"(146.19919604755154, 0, 108.80080395244846)","(98.71116077567358, 0, 156.2888392243264)","(157.40857073596803, 0, 97.59142926403196)","(142.86053068941737, 0, 112.13946931058261)","(109.50753796332809, 0, 145.4924620366719)","(137.8486509874191, 0, 117.1513490125809)","(146.69264386512154, 0, 108.30735613487846)","(80.828733422248, 0, 174.171266577752)"
29,0.7305355644533702,0.5340537637665145,0.5664876594563619,0.4968840726220609,0.6450265223509659,0.4909406482922757,0.3747485518579625,0.524246908,Control,Control,"(68.7134310643906, 0, 186.2865689356094)","(118.8162902395388, 0, 136.1837097604612)","(110.5456468386277, 0, 144.4543531613723)","(128.29456148137447, 0, 126.70543851862553)","(90.51823680050369, 0, 164.4817631994963)","(129.8101346854697, 0, 125.1898653145303)","(159.43911927621957, 0, 95.56088072378044)","(121.31703856958907, 0, 133.68296143041093)"
30,0.5945625468091172,0.5915458146926764,0.3935194830113905,0.4733934303043821,0.602176111,0.6214379585687121,0.3539995462637623,0.6056900308403854,Control,Control,"(103.3865505636751, 0, 151.61344943632488)","(104.15581725336752, 0, 150.8441827466325)","(154.65253183209543, 0, 100.34746816790458)","(134.28467527238257, 0, 120.71532472761743)","(101.44509178580041, 0, 153.5549082141996)","(96.53332056497841, 0, 158.46667943502158)","(164.73011570274062, 0, 90.26988429725938)","(100.54904213570171, 0, 154.4509578642983)"
31,0.5101772854898562,0.5276305602689776,0.6921033618071021,0.3829680677707721,0.46744088487522917,0.4451248506231303,0.47282979377975687,0.6593695472353323,Control,Control,"(124.90479220008667, 0, 130.09520779991334)","(120.45420713141071, 0, 134.54579286858927)","(78.51364273918897, 0, 176.48635726081102)","(157.34314271845312, 0, 97.65685728154688)","(135.80257435681656, 0, 119.19742564318344)","(141.4931630911018, 0, 113.50683690889822)","(134.428402586162, 0, 120.571597413838)","(86.86076545499027, 0, 168.1392345450097)"
32,0.6551969051188402,0.5482215108100008,0.5177088476861248,0.37362015003866933,0.3189949460999509,0.550213121,0.5498813230311144,0.4815134974224964,Control,Control,"(87.92478919469575, 0, 167.07521080530427)","(115.20351474344979, 0, 139.7964852565502)","(122.98424384003818, 0, 132.01575615996182)","(159.72686174013933, 0, 95.27313825986067)","(173.65628874451255, 0, 81.34371125548748)","(114.69565426489183, 0, 140.30434573510817)","(114.78026262706584, 0, 140.21973737293416)","(132.21405815726342, 0, 122.78594184273658)"
33,0.5655008316925787,0.517061728,0.6444201587444508,0.6028251826143387,0.4742182888146692,0.33791879960725946,0.6755173495309986,0.5474771145270625,Control,Control,"(110.79728791839243, 0, 144.20271208160756)","(123.14925931353315, 0, 131.85074068646685)","(90.67285952016505, 0, 164.32714047983495)","(101.27957843334363, 0, 153.72042156665637)","(134.07433635225937, 0, 120.92566364774065)","(168.83070610014883, 0, 86.16929389985116)","(82.74307586959534, 0, 172.25692413040466)","(115.39333579559907, 0, 139.60666420440094)"
34,0.48777731459663004,0.5006732078900213,0.6152346176803158,0.5158569233100839,0.42534824317544695,0.5642129488747211,0.7308644775941019,0.4038028365112999,Control,Control,"(130.61678477785935, 0, 124.38321522214066)","(127.32833198804455, 0, 127.67166801195545)","(98.11517249151946, 0, 156.88482750848053)","(123.4564845559286, 0, 131.5435154440714)","(146.53619799026103, 0, 108.46380200973897)","(111.12569803694613, 0, 143.87430196305388)","(68.62955821350401, 0, 186.37044178649597)","(152.03027668961852, 0, 102.96972331038147)"
35,0.6289159948751865,0.5258988871408605,0.46843547875006375,0.4215821729941518,0.3489026843816909,0.6536186081195254,0.6047069539062204,0.5106227423734833,Control,Control,"(94.62642130682745, 0, 160.37357869317253)","(120.89578377908056, 0, 134.10421622091943)","(135.54895291873373, 0, 119.45104708126625)","(147.4965458864913, 0, 107.50345411350871)","(166.02981548266882, 0, 88.97018451733119)","(88.32725492952102, 0, 166.67274507047898)","(100.79972675391379, 0, 154.2002732460862)","(124.79120069476177, 0, 130.20879930523824)"
36,0.4256567061911311,0.37808291332358035,0.4219495258645106,0.6457186719424137,0.4984877893914315,0.6237929858531875,0.41445842112521747,0.5977594507540818,Control,Control,"(146.45753992126154, 0, 108.54246007873843)","(158.588857102487, 0, 96.41114289751299)","(147.4028709045498, 0, 107.59712909545021)","(90.3417386546845, 0, 164.6582613453155)","(127.88561370518498, 0, 127.11438629481503)","(95.93278860743717, 0, 159.06721139256283)","(149.31310261306953, 0, 105.68689738693045)","(102.57134005770915, 0, 152.42865994229086)"
37,0.5405231452003094,0.47674124854553235,0.6479586091065567,0.49002767319484575,0.3716286653183879,0.5062145166388792,0.6254833110697746,0.69624862,Control,Control,"(117.1665979739211, 0, 137.83340202607891)","(133.43098162088924, 0, 121.56901837911074)","(89.77055467782804, 0, 165.22944532217196)","(130.04294333531433, 0, 124.95705666468567)","(160.23469034381108, 0, 94.76530965618892)","(125.91529825708581, 0, 129.08470174291418)","(95.50175567720747, 0, 159.49824432279252)","(77.45660178821132, 0, 177.54339821178868)"
38,0.450208924,0.5503425812898549,0.42280736304479516,0.389457262,0.615342376,0.7107352168616892,0.5590136325553351,0.534183175,Control,Control,"(140.1967243439425, 0, 114.80327565605751)","(114.662641771087, 0, 140.337358228913)","(147.18412242357724, 0, 107.81587757642276)","(155.68839819166746, 0, 99.31160180833255)","(98.08769411672222, 0, 156.91230588327778)","(73.76251970026927, 0, 181.23748029973075)","(112.45152369838955, 0, 142.54847630161044)","(118.78329034476081, 0, 136.21670965523919)"
39,0.5749288783987434,0.47680807568154776,0.6609148416067032,0.4048346020164823,0.467041476,0.6780420182913118,0.4928034523144047,0.410351069,Control,Control,"(108.39313600832043, 0, 146.60686399167957)","(133.41394070120532, 0, 121.58605929879468)","(86.46671539029067, 0, 168.5332846097093)","(151.767176485797, 0, 103.23282351420299)","(135.90442355426612, 0, 119.0955764457339)","(82.09928533571548, 0, 172.90071466428452)","(129.3351196598268, 0, 125.6648803401732)","(150.36047738802006, 0, 104.63952261197994)"
40,0.621173171,0.29065712,0.40973264184627706,0.5449187996188414,0.5948610501033267,0.48613151380525726,0.5231739656384765,0.5330874994331594,Control,Control,"(96.60084130163786, 0, 158.39915869836213)","(180.88243437624624, 0, 74.11756562375375)","(150.51817632919938, 0, 104.48182367080065)","(116.04570609719545, 0, 138.95429390280455)","(103.3104322236517, 0, 151.6895677763483)","(131.03646397965937, 0, 123.9635360203406)","(121.59063876218849, 0, 133.4093612378115)","(119.06268764454437, 0, 135.93731235545565)"
41,0.5475789066542526,0.6101745341738898,0.43529432689480474,0.5472041392629792,0.7229991941046594,0.4412309671785509,0.6319578998211755,0.42306425065243536,Control,Control,"(115.3673788031656, 0, 139.6326211968344)","(99.40549378565811, 0, 155.5945062143419)","(143.99994664182478, 0, 111.00005335817521)","(115.4629444879403, 0, 139.53705551205968)","(70.63520550331185, 0, 184.36479449668815)","(142.4861033694695, 0, 112.51389663053048)","(93.85073554560026, 0, 161.14926445439974)","(147.11861608362898, 0, 107.88138391637102)"
42,0.5717409618918813,0.6774429369635054,0.4054265974569217,0.5932109840143381,0.5834456155938157,0.4828845308065715,0.567096962,0.35774620250749833,Control,Control,"(109.20605471757027, 0, 145.79394528242972)","(82.25205107430611, 0, 172.7479489256939)","(151.61621764848493, 0, 103.38378235151504)","(103.73119907634377, 0, 151.26880092365622)","(106.221368023577, 0, 148.77863197642301)","(131.86444464432427, 0, 123.13555535567573)","(110.39027471195676, 0, 144.60972528804322)","(163.7747183605879, 0, 91.22528163941207)"
43,0.4867060458750028,0.4376603398834635,0.3862753368253385,0.4752373465587376,0.4802393380048037,0.5681238450815729,0.5866550908757315,0.7318295287875775,Control,Control,"(130.8899583018743, 0, 124.11004169812573)","(143.39661332971679, 0, 111.60338667028319)","(156.4997891095387, 0, 98.50021089046132)","(133.8144766275219, 0, 121.18552337247809)","(132.53896880877505, 0, 122.46103119122493)","(110.12841950419892, 0, 144.87158049580108)","(105.40295182668847, 0, 149.59704817331155)","(68.38347015916774, 0, 186.61652984083224)"
44,0.3505757474243997,0.6617277196501998,0.6209335460620563,0.4746175522867054,0.476036153,0.4461453639690477,0.40323268392733375,0.5638896722107581,Control,Control,"(165.60318440677807, 0, 89.39681559322192)","(86.25943148919905, 0, 168.74056851080095)","(96.66194575417565, 0, 158.33805424582437)","(133.97252416689014, 0, 121.02747583310988)","(133.61078096545143, 0, 121.38921903454855)","(141.23293218789283, 0, 113.76706781210716)","(152.17566559852992, 0, 102.82433440147011)","(111.20813358625668, 0, 143.79186641374332)"
45,0.5791365810611082,0.5956665723146903,0.5751871490661838,0.601563218,0.5029782727500315,0.43183187066468737,0.7117917407293183,0.36899716931777393,Control,Control,"(107.3201718294174, 0, 147.6798281705826)","(103.10502405975396, 0, 151.89497594024604)","(108.32727698812312, 0, 146.67272301187688)","(101.60137932921344, 0, 153.39862067078656)","(126.74054044874197, 0, 128.25945955125803)","(144.88287298050474, 0, 110.11712701949529)","(73.49310611402385, 0, 181.50689388597615)","(160.90572182396764, 0, 94.09427817603235)"
46,0.4566710949310246,0.6379035139465657,0.680413974,0.5554457937322416,0.34272799674804477,0.5168989884983891,0.5668678032647618,0.48760015887143465,Control,Control,"(138.5488707925887, 0, 116.45112920741127)","(92.33460394362574, 0, 162.66539605637428)","(81.4944365957076, 0, 173.50556340429242)","(113.3613225982784, 0, 141.6386774017216)","(167.60436082924858, 0, 87.39563917075142)","(123.19075793291077, 0, 131.80924206708923)","(110.44871016748573, 0, 144.55128983251427)","(130.66195948778415, 0, 124.33804051221584)"
47,0.5292062232924545,0.6066084015027767,0.5842279565525772,0.34505609038525964,0.5400786320188711,0.4867771707749612,0.3991837501736638,0.6626675319808145,Control,Control,"(120.0524130604241, 0, 134.9475869395759)","(100.31485761679194, 0, 154.68514238320807)","(106.02187107909282, 0, 148.97812892090718)","(167.0106969517588, 0, 87.98930304824121)","(117.27994883518788, 0, 137.72005116481213)","(130.8718214523849, 0, 124.12817854761511)","(153.20814370571574, 0, 101.79185629428427)","(86.0197793448923, 0, 168.9802206551077)"
48,0.55926221,0.6776951851628057,0.4305661769187958,0.47918427083134446,0.5187235006014177,0.3199373454420368,0.5698311402788381,0.44760382625466877,Control,Control,"(112.38813634181012, 0, 142.6118636581899)","(82.18772778348455, 0, 172.81227221651545)","(145.20562488570707, 0, 109.79437511429292)","(132.80801093800716, 0, 122.19198906199284)","(122.7255073466385, 0, 132.2744926533615)","(173.41597691228063, 0, 81.58402308771937)","(109.69305922889629, 0, 145.3069407711037)","(140.86102430505946, 0, 114.13897569494054)"
49,0.4014460448567678,0.5167313460636245,0.5145036673845729,0.6306675539297619,0.5349952481190281,0.4341673000351406,0.7318147712060227,0.5986392792692572,Control,Control,"(152.6312585615242, 0, 102.3687414384758)","(123.23350675377576, 0, 131.76649324622423)","(123.80156481693392, 0, 131.1984351830661)","(94.17977374791072, 0, 160.8202262520893)","(118.57621172964784, 0, 136.42378827035216)","(144.28733849103915, 0, 110.71266150896085)","(68.38723334246421, 0, 186.6127666575358)","(102.34698378633942, 0, 152.65301621366058)"
50,0.7370880269432102,0.5208272246985548,0.5726727773889111,0.36354928249099805,0.5008694601153854,0.45518194206553936,0.573868083,0.508770939,Control,Control,"(67.0425531294814, 0, 187.9574468705186)","(122.18905770186852, 0, 132.81094229813147)","(108.96844176582768, 0, 146.03155823417234)","(162.2949329647955, 0, 92.70506703520451)","(127.27828767057673, 0, 127.72171232942327)","(138.92860477328745, 0, 116.07139522671254)","(108.66363874883577, 0, 146.33636125116425)","(125.26341066079593, 0, 129.73658933920407)"
51,0.5299805958616752,0.5403170641583356,0.4113443739109141,0.42070705884423104,0.4119745201298543,0.6438307534129639,0.691477467,0.5084900383385185,Control,Control,"(119.85494805527281, 0, 135.1450519447272)","(117.21914863962442, 0, 137.78085136037558)","(150.10718465271688, 0, 104.8928153472831)","(147.7196999947211, 0, 107.28030000527892)","(149.94649736688714, 0, 105.05350263311284)","(90.82315787969421, 0, 164.1768421203058)","(78.67324583278264, 0, 176.32675416721736)","(125.3350402236778, 0, 129.6649597763222)"
52,0.5026546562968645,0.5354893165803704,0.46886074712744935,0.6635652218906662,0.44131170770307865,0.5468352747114418,0.2906116352588135,0.5448850456912281,Control,Control,"(126.82306264429957, 0, 128.17693735570043)","(118.45022427200556, 0, 136.54977572799444)","(135.44050948250043, 0, 119.55949051749958)","(85.7908684178801, 0, 169.20913158211988)","(142.46551453571496, 0, 112.53448546428505)","(115.55700494858235, 0, 139.44299505141765)","(180.89403300900256, 0, 74.10596699099744)","(116.05431334873684, 0, 138.94568665126317)"
53,0.4041948953759778,0.675701952,0.6119843339590013,0.5406018973387657,0.4313086338046817,0.5651627048016858,0.4571540139088534,0.6797344255027223,Control,Control,"(151.93030167912568, 0, 103.06969832087434)","(82.69600219645696, 0, 172.30399780354304)","(98.94399484045466, 0, 156.05600515954532)","(117.14651617861473, 0, 137.85348382138525)","(145.0162983798062, 0, 109.98370162019384)","(110.8835102755701, 0, 144.1164897244299)","(138.42572645324236, 0, 116.57427354675762)","(81.6677214968058, 0, 173.3322785031942)"
